timestamp,temperature,humidity,rain_mm,water_needed
2024-01-03 17:00:00,11.000245,26.478971,1.3,0
2024-01-03 18:00:00,10.100245,28.963785,0.9,0
2024-01-03 19:00:00,9.920245,27.553524,0.2,0
2024-01-03 20:00:00,10.000245,27.047956,0.0,0
2024-01-03 21:00:00,9.880245,25.284714,0.2,0
2024-01-03 22:00:00,9.600245,22.366402,0.0,0
2024-01-03 23:00:00,9.540245,24.766848,0.0,0
2024-01-04 00:00:00,9.330245,25.683926,0.1,0
2024-01-04 01:00:00,9.160245,25.376808,0.2,0
2024-01-04 02:00:00,8.980246,26.727423,0.3,0
2024-01-04 03:00:00,8.760245,24.472057,0.2,0
2024-01-04 04:00:00,8.490246,23.510508,0.2,0
2024-01-04 05:00:00,8.360246,20.929594,0.1,0
2024-01-04 06:00:00,8.480246,21.413193,0.2,0
2024-01-04 07:00:00,8.330246,19.513195,0.1,0
2024-01-04 08:00:00,8.350245,17.673029,0.0,0
2024-01-04 09:00:00,8.480246,18.775303,0.0,0
2024-01-04 10:00:00,8.730246,17.208603,0.2,0
2024-01-04 11:00:00,9.210245,18.723461,0.2,0
2024-01-04 12:00:00,9.740245,19.386593,0.0,0
2024-01-04 13:00:00,9.940246,16.179987,0.2,0
2024-01-04 14:00:00,9.890245,12.88981,0.1,0
2024-01-04 15:00:00,9.380245,9.220499,0.0,0
2024-01-04 16:00:00,7.3902454,6.9247384,0.0,0
2024-01-04 17:00:00,8.090245,5.771239,0.0,0
2024-01-04 18:00:00,5.480245,4.896529,0.0,0
2024-01-04 19:00:00,5.1202455,5.8048253,0.0,0
2024-01-04 20:00:00,4.7602453,6.6087217,0.0,0
2024-01-04 21:00:00,4.2402453,6.6087217,0.0,0
2024-01-04 22:00:00,3.9602456,6.297428,0.0,0
2024-01-04 23:00:00,4.0502453,8.373386,0.0,0
2024-01-05 00:00:00,4.150245,7.9036193,0.0,0
2024-01-05 01:00:00,4.3302455,7.4128532,0.0,0
2024-01-05 02:00:00,4.380245,7.24486,0.0,0
2024-01-05 03:00:00,4.4402456,6.763786,0.0,0
2024-01-05 04:00:00,4.770245,6.439876,0.0,0
2024-01-05 05:00:00,5.0502453,6.439876,0.0,0
2024-01-05 06:00:00,5.5602455,6.9527545,0.0,0
2024-01-05 07:00:00,5.8902454,6.763786,0.0,0
2024-01-05 08:00:00,5.8902454,6.12,0.0,0
2024-01-05 09:00:00,6.5902452,6.151683,0.1,0
2024-01-05 10:00:00,6.900245,6.87779,0.2,0
2024-01-05 11:00:00,7.4302454,6.849467,0.2,0
2024-01-05 12:00:00,7.900245,6.2145634,0.2,0
2024-01-05 13:00:00,8.240246,6.5693827,0.1,0
2024-01-05 14:00:00,8.280246,5.7599998,0.2,0
2024-01-05 15:00:00,8.090245,5.04,0.2,0
2024-01-05 16:00:00,7.420245,5.4119864,0.1,0
2024-01-05 17:00:00,7.110245,4.6938252,0.0,0
2024-01-05 18:00:00,6.4902453,4.73506,0.0,0
2024-01-05 19:00:00,5.9702454,3.2599385,0.0,0
2024-01-05 20:00:00,5.650245,2.2768397,0.0,0
2024-01-05 21:00:00,5.860245,3.6179552,0.0,0
2024-01-05 22:00:00,5.9502454,4.6938257,0.0,0
2024-01-05 23:00:00,5.790245,6.4096174,0.0,0
2024-01-06 00:00:00,5.7402453,5.3517847,0.1,0
2024-01-06 01:00:00,5.630245,4.5536795,0.1,0
2024-01-06 02:00:00,5.4102454,5.2416787,0.2,0
2024-01-06 03:00:00,5.210245,4.3349743,0.1,0
2024-01-06 04:00:00,5.040245,4.379589,0.0,0
2024-01-06 05:00:00,4.920245,3.9763298,0.0,0
2024-01-06 06:00:00,4.8502455,3.7585104,0.0,0
2024-01-06 07:00:00,4.5802455,4.0249224,0.0,0
2024-01-06 08:00:00,4.6602454,3.2599385,0.0,0
2024-01-06 09:00:00,5.2002454,4.1046314,0.0,0
2024-01-06 10:00:00,5.5602455,5.506941,0.0,0
2024-01-06 11:00:00,5.980245,5.815978,0.0,0
2024-01-06 12:00:00,6.2602453,4.829907,0.0,0
2024-01-06 13:00:00,6.2602453,5.1165614,0.2,0
2024-01-06 14:00:00,6.0702453,6.792466,0.1,0
2024-01-06 15:00:00,5.860245,5.495161,0.0,0
2024-01-06 16:00:00,5.4702454,3.8939953,0.2,0
2024-01-06 17:00:00,5.210245,4.510787,0.1,0
2024-01-06 18:00:00,5.1602454,4.198285,0.1,0
2024-01-06 19:00:00,5.1202455,4.8965297,0.1,0
2024-01-06 20:00:00,4.960245,6.4096174,0.2,0
2024-01-06 21:00:00,4.790245,6.489992,0.2,0
2024-01-06 22:00:00,4.730245,4.1046314,0.2,0
2024-01-06 23:00:00,4.6002455,6.924738,0.3,0
2024-01-07 00:00:00,4.5702453,8.669949,0.3,0
2024-01-07 01:00:00,4.4902453,9.746631,0.3,0
2024-01-07 02:00:00,4.3302455,10.823973,0.4,0
2024-01-07 03:00:00,4.1902456,11.183201,0.4,0
2024-01-07 04:00:00,4.0902452,11.165805,0.4,0
2024-01-07 05:00:00,3.8402452,11.542478,0.4,0
2024-01-07 06:00:00,3.6002455,11.183201,0.4,0
2024-01-07 07:00:00,3.4702454,11.212135,0.1,0
2024-01-07 08:00:00,3.4102454,12.015589,0.2,0
2024-01-07 09:00:00,3.5402455,14.154915,0.2,0
2024-01-07 10:00:00,4.1002455,12.181625,0.2,0
2024-01-07 11:00:00,4.3702455,13.138765,0.1,0
2024-01-07 12:00:00,4.7402453,13.039754,0.2,0
2024-01-07 13:00:00,4.730245,12.6462,0.1,0
2024-01-07 14:00:00,4.5402455,15.856356,0.2,0
2024-01-07 15:00:00,4.0402455,15.188415,0.2,0
2024-01-07 16:00:00,3.4702454,15.745627,0.2,0
2024-01-07 17:00:00,2.7902455,16.454008,0.2,0
2024-01-07 18:00:00,2.2102454,15.893093,0.3,0
2024-01-07 19:00:00,1.7202454,15.893093,0.2,0
2024-01-07 20:00:00,1.3402455,16.418526,0.2,0
2024-01-07 21:00:00,0.9502454,15.111424,0.1,0
2024-01-07 22:00:00,0.4902454,13.493999,0.0,0
2024-01-07 23:00:00,0.080245405,15.39184,0.0,0
2024-01-08 00:00:00,-0.35975462,16.167967,0.0,0
2024-01-08 01:00:00,-0.72975457,15.39184,0.0,0
2024-01-08 02:00:00,-0.9597546,14.917212,0.0,0
2024-01-08 03:00:00,-1.1597546,14.685176,0.0,0
2024-01-08 04:00:00,-1.1797546,14.408997,0.0,0
2024-01-08 05:00:00,-1.1897546,13.896187,0.0,0
2024-01-08 06:00:00,-1.1797546,13.450708,0.0,0
2024-01-08 07:00:00,-1.1797546,13.1041975,0.0,0
2024-01-08 08:00:00,-1.0897546,13.32,0.0,0
2024-01-08 09:00:00,-0.9497546,14.33234,0.0,0
2024-01-08 10:00:00,-0.7197546,15.484185,0.0,0
2024-01-08 11:00:00,-0.61975455,14.982228,0.0,0
2024-01-08 12:00:00,-0.3797546,14.84318,0.0,0
2024-01-08 13:00:00,-0.28975457,15.021105,0.0,0
2024-01-08 14:00:00,-0.2697546,15.273505,0.0,0
2024-01-08 15:00:00,-0.34975457,15.30741,0.0,0
2024-01-08 16:00:00,-0.5697546,11.720751,0.0,0
2024-01-08 17:00:00,-0.76975465,11.525623,0.0,0
2024-01-08 18:00:00,-0.9597546,11.246759,0.0,0
2024-01-08 19:00:00,-1.0797546,10.233123,0.0,0
2024-01-08 20:00:00,-0.98975456,9.931042,0.0,0
2024-01-08 21:00:00,-1.0197546,11.457958,0.0,0
2024-01-08 22:00:00,-0.9597546,10.685391,0.0,0
2024-01-08 23:00:00,-1.0397546,9.826088,0.0,0
2024-01-09 00:00:00,-1.1997546,9.983106,0.0,0
2024-01-09 01:00:00,-1.5697545,10.163227,0.0,0
2024-01-09 02:00:00,-1.9097546,10.144082,0.0,0
2024-01-09 03:00:00,-2.1097546,9.19939,0.0,0
2024-01-09 04:00:00,-2.6397548,9.085988,0.0,0
2024-01-09 05:00:00,-2.7997546,8.435069,0.0,0
2024-01-09 06:00:00,-2.8797545,7.653705,0.0,0
2024-01-09 07:00:00,-2.9797544,7.127636,0.0,0
2024-01-09 08:00:00,-2.9897547,7.2,0.0,0
2024-01-09 09:00:00,-2.8297548,7.4128532,0.0,0
2024-01-09 10:00:00,-2.7397547,7.24486,0.0,0
2024-01-09 11:00:00,-2.4497547,5.815978,0.0,0
2024-01-09 12:00:00,-2.1897545,6.1305785,0.0,0
2024-01-09 13:00:00,-1.9597546,5.1165614,0.0,0
2024-01-09 14:00:00,-1.8497547,4.1046314,0.0,0
2024-01-09 15:00:00,-1.9097546,4.8433046,0.0,0
2024-01-09 16:00:00,-2.7297544,5.0911684,0.0,0
2024-01-09 17:00:00,-2.5297546,5.0911684,0.0,0
2024-01-09 18:00:00,-2.3197546,4.6938257,0.0,0
2024-01-09 19:00:00,-2.5497546,4.2136917,0.6,0
2024-01-09 20:00:00,-2.6197548,4.452954,0.6,0
2024-01-09 21:00:00,-2.4497547,4.6938252,0.6,0
2024-01-09 22:00:00,-2.5597544,4.379589,0.5,0
2024-01-09 23:00:00,-2.6297545,4.5536795,0.4,0
2024-01-10 00:00:00,-2.6497545,4.510787,0.2,0
2024-01-10 01:00:00,-2.7097545,2.6208394,0.1,0
2024-01-10 02:00:00,-2.8797545,2.1897945,0.0,0
2024-01-10 03:00:00,-2.7497544,2.1897945,0.0,0
2024-01-10 04:00:00,-2.8797545,2.5455842,0.0,0
2024-01-10 05:00:00,-3.0297546,1.8,0.0,0
2024-01-10 06:00:00,-3.2197547,2.1897945,0.0,0
2024-01-10 07:00:00,-3.3897548,3.2599385,0.0,0
2024-01-10 08:00:00,-3.2197547,2.9024127,0.0,0
2024-01-10 09:00:00,-2.3397546,3.319036,0.0,0
2024-01-10 10:00:00,-1.3397546,4.32,0.0,0
2024-01-10 11:00:00,-0.4297546,5.634891,0.0,0
2024-01-10 12:00:00,0.23024541,4.6938257,0.0,0
2024-01-10 13:00:00,0.8202454,3.9763298,0.0,0
2024-01-10 14:00:00,0.9502454,5.0142193,0.0,0
2024-01-10 15:00:00,0.100245416,4.829907,0.0,0
2024-01-10 16:00:00,-1.3197546,5.692099,0.0,0
2024-01-10 17:00:00,-2.1197548,6.193674,0.0,0
2024-01-10 18:00:00,-2.0697546,5.95906,0.0,0
2024-01-10 19:00:00,-2.1897545,6.6185193,0.0,0
2024-01-10 20:00:00,-2.5497546,6.6185193,0.0,0
2024-01-10 21:00:00,-2.8097544,6.6185193,0.0,0
2024-01-10 22:00:00,-2.9097548,5.6920996,0.0,0
2024-01-10 23:00:00,-3.1097546,4.3349743,0.0,0
2024-01-11 00:00:00,-3.3197546,3.4152596,0.0,0
2024-01-11 01:00:00,-3.3797545,3.8268526,0.0,0
2024-01-11 02:00:00,-3.519755,4.1046314,0.0,0
2024-01-11 03:00:00,-3.5397549,2.6208394,0.0,0
2024-01-11 04:00:00,-3.4497547,2.6208394,0.0,0
2024-01-11 05:00:00,-4.0097547,4.1046314,0.0,0
2024-01-11 06:00:00,-4.1097546,5.3517847,0.0,0
2024-01-11 07:00:00,-4.369755,6.3690495,0.0,0
2024-01-11 08:00:00,-3.8697548,6.3690495,0.0,0
2024-01-11 09:00:00,-2.4897547,4.8965297,0.0,0
2024-01-11 10:00:00,-3.6697545,4.6102495,0.0,0
2024-01-11 11:00:00,-2.1897545,5.5887027,0.0,0
2024-01-11 12:00:00,-1.4197546,5.991594,0.0,0
2024-01-11 13:00:00,-0.8197546,6.3690495,0.0,0
2024-01-11 14:00:00,-0.97975457,6.297428,0.0,0
2024-01-11 15:00:00,-2.3597546,4.896529,0.0,0
2024-01-11 16:00:00,-2.8797545,7.172949,0.0,0
2024-01-11 17:00:00,-4.309755,8.699793,0.0,0
2024-01-11 18:00:00,-4.1297545,7.145796,0.0,0
2024-01-11 19:00:00,-5.0697546,7.653705,0.0,0
2024-01-11 20:00:00,-4.8597546,7.8954163,0.0,0
2024-01-11 21:00:00,-4.459755,6.6087217,0.0,0
2024-01-11 22:00:00,-4.559755,4.3349743,0.0,0
2024-01-11 23:00:00,-4.829755,4.896529,0.0,0
2024-01-12 00:00:00,-5.1897545,4.2136917,0.0,0
2024-01-12 01:00:00,-5.309755,4.5536795,0.0,0
2024-01-12 02:00:00,-5.4897547,5.2416787,0.0,0
2024-01-12 03:00:00,-5.559755,5.6920996,0.0,0
2024-01-12 04:00:00,-5.639755,5.6920996,0.0,0
2024-01-12 05:00:00,-6.1097546,5.0528407,0.0,0
2024-01-12 06:00:00,-6.4697547,4.73506,0.0,0
2024-01-12 07:00:00,-6.389755,5.0528407,0.0,0
2024-01-12 08:00:00,-5.209755,4.68,0.0,0
2024-01-12 09:00:00,-3.5397549,3.319036,0.0,0
2024-01-12 10:00:00,-2.9297547,3.4152596,0.0,0
2024-01-12 11:00:00,-3.6797547,3.2599385,0.0,0
2024-01-12 12:00:00,-2.6397548,3.6,0.0,0
2024-01-12 13:00:00,-2.0997548,4.6938257,0.0,0
2024-01-12 14:00:00,-2.2197547,3.8773184,0.0,0
2024-01-12 15:00:00,-2.8197546,4.6938252,0.0,0
2024-01-12 16:00:00,-3.8997545,6.5693827,0.0,0
2024-01-12 17:00:00,-4.289755,5.95906,0.0,0
2024-01-12 18:00:00,-3.769755,5.0911684,0.0,0
2024-01-12 19:00:00,-4.3997545,5.692099,0.0,0
2024-01-12 20:00:00,-4.6097546,5.315336,0.0,0
2024-01-12 21:00:00,-4.3397546,4.896529,0.0,0
2024-01-12 22:00:00,-5.1997547,3.2599385,0.0,0
2024-01-12 23:00:00,-5.5697546,4.39436,0.0,0
2024-01-13 00:00:00,-5.289755,4.1046314,0.0,0
2024-01-13 01:00:00,-4.6597548,3.0547013,0.0,0
2024-01-13 02:00:00,-4.7597547,2.0364676,0.0,0
2024-01-13 03:00:00,-4.849755,3.0547013,0.0,0
2024-01-13 04:00:00,-5.1697545,3.6,0.0,0
2024-01-13 05:00:00,-5.7197547,4.39436,0.0,0
2024-01-13 06:00:00,-6.119755,4.198285,0.0,0
2024-01-13 07:00:00,-6.039755,3.7064266,0.0,0
2024-01-13 08:00:00,-7.249755,3.8773184,0.0,0
2024-01-13 09:00:00,-7.269755,4.510787,0.0,0
2024-01-13 10:00:00,-5.0697546,3.6179552,0.0,0
2024-01-13 11:00:00,-3.9197545,4.32,0.0,0
2024-01-13 12:00:00,-2.9497547,4.2136917,0.0,0
2024-01-13 13:00:00,-2.4497547,5.154415,0.0,0
2024-01-13 14:00:00,-2.0897546,5.154415,0.0,0
2024-01-13 15:00:00,-1.8897547,4.802999,0.0,0
2024-01-13 16:00:00,-1.9797546,5.3999996,0.0,0
2024-01-13 17:00:00,-3.769755,5.4477882,0.0,0
2024-01-13 18:00:00,-4.709755,5.8048253,0.0,0
2024-01-13 19:00:00,-4.709755,6.87779,0.0,0
2024-01-13 20:00:00,-4.749755,6.924738,0.0,0
2024-01-13 21:00:00,-4.869755,6.28713,0.0,0
2024-01-13 22:00:00,-4.8997545,5.5887027,0.0,0
2024-01-13 23:00:00,-5.1497545,6.28713,0.0,0
2024-01-14 00:00:00,-5.269755,6.28713,0.0,0
2024-01-14 01:00:00,-5.619755,6.725354,0.0,0
2024-01-14 02:00:00,-6.099755,6.725354,0.0,0
2024-01-14 03:00:00,-6.349755,6.924738,0.0,0
2024-01-14 04:00:00,-6.499755,6.489992,0.0,0
2024-01-14 05:00:00,-6.459755,5.8603754,0.0,0
2024-01-14 06:00:00,-6.6597548,6.6185193,0.0,0
2024-01-14 07:00:00,-6.6297545,6.489992,0.0,0
2024-01-14 08:00:00,-6.079755,5.3999996,0.0,0
2024-01-14 09:00:00,-4.829755,2.968636,0.0,0
2024-01-14 10:00:00,-5.209755,5.8048253,0.0,0
2024-01-14 11:00:00,-2.8397546,6.489992,0.0,0
2024-01-14 12:00:00,-1.1997546,6.9899354,0.0,0
2024-01-14 13:00:00,-0.8097546,6.9527545,0.0,0
2024-01-14 14:00:00,0.1202454,5.634891,0.0,0
2024-01-14 15:00:00,-0.9197546,7.968939,0.0,0
2024-01-14 16:00:00,-1.7597545,7.69592,0.0,0
2024-01-14 17:00:00,-1.1197546,6.725354,0.0,0
2024-01-14 18:00:00,-0.75975454,8.39657,0.0,0
2024-01-14 19:00:00,-0.48975456,9.504272,0.0,0
2024-01-14 20:00:00,-0.6797546,8.534353,0.0,0
2024-01-14 21:00:00,-0.3097546,7.5942082,0.0,0
2024-01-14 22:00:00,-0.51975465,7.145796,0.0,0
2024-01-14 23:00:00,-0.49975455,7.8954163,0.0,0
2024-01-15 00:00:00,-1.0097545,8.0899935,0.0,0
2024-01-15 01:00:00,-1.0997546,7.8954163,0.0,0
2024-01-15 02:00:00,-1.0197546,8.0899935,0.0,0
2024-01-15 03:00:00,-1.1397547,7.289445,0.0,0
2024-01-15 04:00:00,-0.61975455,6.696387,0.0,0
2024-01-15 05:00:00,-0.62975454,6.193674,0.0,0
2024-01-15 06:00:00,-0.4297546,6.638072,0.0,0
2024-01-15 07:00:00,-1.0897546,6.989936,0.0,0
2024-01-15 08:00:00,-1.0097545,7.9036193,0.0,0
2024-01-15 09:00:00,-0.34975457,6.9153743,0.0,0
2024-01-15 10:00:00,1.5202454,10.514218,0.0,0
2024-01-15 11:00:00,2.0202456,13.363711,0.0,0
2024-01-15 12:00:00,2.1202455,15.978484,0.0,0
2024-01-15 13:00:00,2.0402455,15.39184,0.0,0
2024-01-15 14:00:00,1.9802454,14.471821,0.0,0
2024-01-15 15:00:00,1.7302454,13.684735,0.1,0
2024-01-15 16:00:00,1.5102453,12.261158,0.1,0
2024-01-15 17:00:00,1.1102455,10.105681,0.2,0
2024-01-15 18:00:00,0.5902454,9.007196,0.2,0
2024-01-15 19:00:00,-0.46975458,7.9526596,0.0,0
2024-01-15 20:00:00,-0.8497546,6.162207,0.0,0
2024-01-15 21:00:00,-2.4797544,4.802999,0.0,0
2024-01-15 22:00:00,-1.6297547,5.771239,0.0,0
2024-01-15 23:00:00,-2.8997545,6.28713,0.0,0
2024-01-16 00:00:00,-3.7797546,5.1919937,0.0,0
2024-01-16 01:00:00,-4.2797546,5.1919937,0.0,0
2024-01-16 02:00:00,-5.209755,4.6938252,0.0,0
2024-01-16 03:00:00,-5.8997545,4.1046314,0.0,0
2024-01-16 04:00:00,-6.3197546,3.6,0.0,0
2024-01-16 05:00:00,-6.6297545,4.39436,0.0,0
2024-01-16 06:00:00,-6.9097548,5.0911684,0.0,0
2024-01-16 07:00:00,-6.6697545,5.1165614,0.0,0
2024-01-16 08:00:00,-5.789755,5.0911684,0.0,0
2024-01-16 09:00:00,-3.5497546,3.096837,0.0,0
2024-01-16 10:00:00,-2.2397547,3.7064266,0.0,0
2024-01-16 11:00:00,-0.6797546,4.896529,0.0,0
2024-01-16 12:00:00,0.5402454,5.6920996,0.0,0
2024-01-16 13:00:00,1.4602454,5.1544156,0.0,0
2024-01-16 14:00:00,1.8202454,3.219938,0.0,0
2024-01-16 15:00:00,1.5902454,3.8939953,0.0,0
2024-01-16 16:00:00,0.9502454,4.39436,0.0,0
2024-01-16 17:00:00,-2.0797548,5.4833565,0.0,0
2024-01-16 18:00:00,-3.6297545,4.379589,0.0,0
2024-01-16 19:00:00,-3.3697548,4.2136917,0.0,0
2024-01-16 20:00:00,-2.4497547,3.8939953,0.0,0
2024-01-16 21:00:00,-1.6697546,4.6102495,0.0,0
2024-01-16 22:00:00,-1.1897546,3.0547013,0.0,0
2024-01-16 23:00:00,-0.9697546,5.00128,0.0,0
2024-01-17 00:00:00,-0.6697546,5.00128,0.4,0
2024-01-17 01:00:00,-0.49975455,5.1919937,0.7,0
2024-01-17 02:00:00,-0.24975461,5.692099,0.6,0
2024-01-17 03:00:00,0.040245414,6.3690495,0.3,0
2024-01-17 04:00:00,0.2702454,7.145796,0.3,0
2024-01-17 05:00:00,0.6602454,7.6367526,0.7,0
2024-01-17 06:00:00,0.89024544,8.404285,1.3,0
2024-01-17 07:00:00,1.4902453,8.14587,1.6,0
2024-01-17 08:00:00,1.9902455,8.287822,1.7,0
2024-01-17 09:00:00,2.5402455,9.085988,1.2,0
2024-01-17 10:00:00,2.5102453,10.137692,1.2,0
2024-01-17 11:00:00,4.150245,10.390226,0.9,0
2024-01-17 12:00:00,5.7002454,11.212135,0.8,0
2024-01-17 13:00:00,8.210245,12.245294,0.0,0
2024-01-17 14:00:00,9.760245,11.885453,0.2,0
2024-01-17 15:00:00,10.200245,11.252519,0.0,0
2024-01-17 16:00:00,10.160245,13.009903,0.2,0
2024-01-17 17:00:00,10.200245,15.937878,0.5,0
2024-01-17 18:00:00,10.500245,17.917007,0.7,0
2024-01-17 19:00:00,10.530245,17.114204,0.4,0
2024-01-17 20:00:00,10.490245,15.937878,0.4,0
2024-01-17 21:00:00,10.710245,16.516901,1.8,0
2024-01-17 22:00:00,10.850245,14.168641,2.7,0
2024-01-17 23:00:00,10.930245,15.496736,1.1,0
2024-01-18 00:00:00,10.870245,15.2947035,0.5,0
2024-01-18 01:00:00,10.700245,15.778518,0.2,0
2024-01-18 02:00:00,10.520246,17.174677,0.0,0
2024-01-18 03:00:00,10.240245,15.315873,0.1,0
2024-01-18 04:00:00,9.500245,13.207634,0.5,0
2024-01-18 05:00:00,9.410245,14.84318,0.6,0
2024-01-18 06:00:00,10.130245,18.514643,0.7,0
2024-01-18 07:00:00,10.3102455,18.678415,1.2,0
2024-01-18 08:00:00,10.580245,20.969807,1.0,0
2024-01-18 09:00:00,10.640245,21.915691,0.6,0
2024-01-18 10:00:00,10.500245,18.440998,1.1,0
2024-01-18 11:00:00,9.950245,16.263872,1.0,0
2024-01-18 12:00:00,8.990245,15.315873,1.3,0
2024-01-18 13:00:00,6.0702453,19.137648,1.6,0
2024-01-18 14:00:00,2.9402456,15.328561,1.1,0
2024-01-18 15:00:00,1.3302454,11.631956,0.8,0
2024-01-18 16:00:00,1.2102454,9.826088,0.4,0
2024-01-18 17:00:00,1.1602454,8.557102,0.2,0
2024-01-18 18:00:00,1.0802454,7.628263,0.2,0
2024-01-18 19:00:00,0.9402454,7.072878,0.2,0
2024-01-18 20:00:00,0.6002454,7.072878,0.3,0
2024-01-18 21:00:00,0.4002454,7.172949,0.3,0
2024-01-18 22:00:00,0.16024542,8.647496,0.2,0
2024-01-18 23:00:00,-0.05975461,9.422101,0.2,0
2024-01-19 00:00:00,-0.3697546,9.255571,0.0,0
2024-01-19 01:00:00,-0.5797546,6.12,0.0,0
2024-01-19 02:00:00,-0.98975456,5.634891,0.0,0
2024-01-19 03:00:00,-1.3097546,5.0142193,0.0,0
2024-01-19 04:00:00,-1.4697546,6.297428,0.0,0
2024-01-19 05:00:00,-2.2497544,6.12,0.0,0
2024-01-19 06:00:00,-2.5597544,6.151683,0.0,0
2024-01-19 07:00:00,-3.1097546,5.1544156,0.0,0
2024-01-19 08:00:00,-2.1197548,3.219938,0.0,0
2024-01-19 09:00:00,-1.1097546,3.6179552,0.0,0
2024-01-19 10:00:00,0.060245395,5.5887027,0.0,0
2024-01-19 11:00:00,0.9402454,6.439876,0.0,0
2024-01-19 12:00:00,1.2602453,5.991594,0.0,0
2024-01-19 13:00:00,1.4202454,6.12,0.0,0
2024-01-19 14:00:00,1.3902454,7.0911775,0.0,0
2024-01-19 15:00:00,1.1002455,7.754637,0.0,0
2024-01-19 16:00:00,-0.47975457,6.2145634,0.0,0
2024-01-19 17:00:00,-1.6797546,7.9932976,0.0,0
2024-01-19 18:00:00,-2.6697545,7.628263,0.0,0
2024-01-19 19:00:00,-3.3697548,8.225035,0.0,0
2024-01-19 20:00:00,-3.5097547,7.5685663,0.0,0
2024-01-19 21:00:00,-3.6397548,7.24486,0.0,0
2024-01-19 22:00:00,-4.499755,5.6233797,0.0,0
2024-01-19 23:00:00,-4.8597546,5.8048253,0.0,0
2024-01-20 00:00:00,-5.1697545,6.439876,0.0,0
2024-01-20 01:00:00,-5.3597546,6.1305785,0.0,0
